name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Nina Nunes,-,11.0,7.0,0,"5' 5""",125 lbs.,"64""",Orthodox,3-Dec-85,4.39,45%,3.47,55%,0.24,33%,73%,0.5,,,,,,,,,,,,,,,,,,,,left_only,11,7,0,"5' 5""",125 lbs.,"64""",Orthodox,3-Dec-85,4.39,45%,3.47,55%,0.24,33%,73%,0.5
Nissen Osterneck,-,12.0,4.0,0,"6' 2""",185 lbs.,--,Orthodox,1-May-81,3.15,58%,2.9,41%,0.63,12%,42%,1.3,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"6' 2""",185 lbs.,--,Orthodox,1-May-81,3.15,58%,2.9,41%,0.63,12%,42%,1.3
Noah Thomas,-,14.0,7.0,0,"5' 9""",135 lbs.,--,Orthodox,27-Mar-81,0.44,13%,4.99,33%,0.0,0%,0%,1.3,,,,,,,,,,,,,,,,,,,,left_only,14,7,0,"5' 9""",135 lbs.,--,Orthodox,27-Mar-81,0.44,13%,4.99,33%,0.0,0%,0%,1.3
Nobuhiko Takada,-,2.0,6.0,2,"6' 0""",220 lbs.,--,Southpaw,12-Apr-62,0.31,24%,1.92,39%,1.15,20%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,6,2,"6' 0""",220 lbs.,--,Southpaw,12-Apr-62,0.31,24%,1.92,39%,1.15,20%,0%,0.0
Nobuhiro Obiya,-,12.0,5.0,1,"5' 8""",145 lbs.,--,Orthodox,15-Jan-81,0.63,28%,2.53,55%,0.5,50%,41%,0.5,,,,,,,,,,,,,,,,,,,,left_only,12,5,1,"5' 8""",145 lbs.,--,Orthodox,15-Jan-81,0.63,28%,2.53,55%,0.5,50%,41%,0.5
Noe Hernandez,-,5.0,5.0,0,--,--,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,5,0,--,--,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Nolan Ticman,-,4.0,3.0,0,"5' 6""",125 lbs.,--,Orthodox,17-May-88,2.57,47%,2.53,67%,0.0,0%,60%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,3,0,"5' 6""",125 lbs.,--,Orthodox,17-May-88,2.57,47%,2.53,67%,0.0,0%,60%,0.0
Nora Cornolle,-,7.0,1.0,0,"5' 7""",135 lbs.,"67""",Orthodox,6-Dec-89,2.67,51%,1.2,57%,0.0,0%,37%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,1,0,"5' 7""",135 lbs.,"67""",Orthodox,6-Dec-89,2.67,51%,1.2,57%,0.0,0%,37%,0.0
Nordine Taleb,-,15.0,7.0,0,"6' 1""",170 lbs.,"74""",Orthodox,10-Jun-81,3.66,51%,2.62,66%,1.94,76%,73%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,7,0,"6' 1""",170 lbs.,"74""",Orthodox,10-Jun-81,3.66,51%,2.62,66%,1.94,76%,73%,0.0
Norman Parke,Stormin',23.0,6.0,1,"5' 11""",155 lbs.,"70""",Southpaw,22-Dec-86,3.06,35%,2.88,64%,1.98,26%,77%,0.0,,,,,,,,,,,,,,,,,,,,left_only,23,6,1,"5' 11""",155 lbs.,"70""",Southpaw,22-Dec-86,3.06,35%,2.88,64%,1.98,26%,77%,0.0
Nurullo Aliev,Tajik Eagle,9.0,0.0,0,"5' 10""",155 lbs.,"72""",Orthodox,8-Dec-00,2.5,51%,0.46,59%,3.06,44%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,0,0,"5' 10""",155 lbs.,"72""",Orthodox,8-Dec-00,2.5,51%,0.46,59%,3.06,44%,0%,0.0
Nyamjargal Tumendemberel,Art of Knockout,8.0,0.0,0,"5' 7""",125 lbs.,"71""",Orthodox,22-Mar-98,4.43,44%,3.62,45%,4.68,38%,14%,3.7,,,,,,,,,,,,,,,,,,,,left_only,8,0,0,"5' 7""",125 lbs.,"71""",Orthodox,22-Mar-98,4.43,44%,3.62,45%,4.68,38%,14%,3.7
OJ Dominguez,-,0.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Oban Elliott,The Welsh Gangster,9.0,2.0,0,"6' 0""",170 lbs.,"72""",Orthodox,19-Dec-97,3.87,44%,2.8,61%,4.0,44%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,2,0,"6' 0""",170 lbs.,"72""",Orthodox,19-Dec-97,3.87,44%,2.8,61%,4.0,44%,0%,0.0
Ode Osbourne,The Jamaican Sensation,12.0,6.0,0 (1 NC),"5' 7""",125 lbs.,"73""",Southpaw,9-Jan-92,3.74,39%,4.41,45%,1.37,27%,68%,0.3,,,,,,,,,,,,,,,,,,,,left_only,12,6,0 (1 NC),"5' 7""",125 lbs.,"73""",Southpaw,9-Jan-92,3.74,39%,4.41,45%,1.37,27%,68%,0.3
Olaf Alfonso,-,8.0,12.0,0,"6' 2""",170 lbs.,--,Orthodox,6-Aug-74,1.65,38%,4.77,53%,0.37,7%,22%,0.7,,,,,,,,,,,,,,,,,,,,left_only,8,12,0,"6' 2""",170 lbs.,--,Orthodox,6-Aug-74,1.65,38%,4.77,53%,0.37,7%,22%,0.7
Oleg Taktarov,The Russian Bear,17.0,5.0,2,"6' 0""",210 lbs.,--,Orthodox,26-Aug-67,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,5,2,"6' 0""",210 lbs.,--,Orthodox,26-Aug-67,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Oleksandr Doskalchuk,-,10.0,2.0,0,"5' 6""",125 lbs.,--,Southpaw,13-Mar-90,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,2,0,"5' 6""",125 lbs.,--,Southpaw,13-Mar-90,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Oli Thompson,-,17.0,10.0,0,"6' 1""",242 lbs.,--,Orthodox,2-Jan-80,1.66,46%,5.31,46%,0.0,0%,50%,0.5,,,,,,,,,,,,,,,,,,,,left_only,17,10,0,"6' 1""",242 lbs.,--,Orthodox,2-Jan-80,1.66,46%,5.31,46%,0.0,0%,50%,0.5
Oliver Enkamp,-,7.0,2.0,0,"6' 0""",170 lbs.,"77""",Switch,10-Aug-91,2.38,36%,3.55,37%,0.87,16%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 0""",170 lbs.,"77""",Switch,10-Aug-91,2.38,36%,3.55,37%,0.87,16%,0%,0.0
Olivier Murad,Warrior of God,6.0,0.0,0,"5' 10""",145 lbs.,"72""",Southpaw,21-Dec-93,2.6,36%,2.2,61%,1.0,100%,55%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,0,0,"5' 10""",145 lbs.,"72""",Southpaw,21-Dec-93,2.6,36%,2.2,61%,1.0,100%,55%,0.0
Omar Morales,Venezuelan Fighter,11.0,4.0,0,"5' 11""",155 lbs.,"73""",Orthodox,17-Oct-85,3.42,40%,3.18,58%,0.46,100%,63%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,4,0,"5' 11""",155 lbs.,"73""",Orthodox,17-Oct-85,3.42,40%,3.18,58%,0.46,100%,63%,0.0
Onassis Parungao,-,2.0,1.0,0,"5' 11""",200 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,1,0,"5' 11""",200 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Orlando Wiet,The Gladiator,1.0,5.0,0,"5' 10""",170 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,5,0,"5' 10""",170 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Oron Kahlon,-,16.0,1.0,0,"5' 8""",135 lbs.,"70""",Orthodox,4-Nov-84,0.85,37%,4.93,36%,0.0,0%,40%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,1,0,"5' 8""",135 lbs.,"70""",Orthodox,4-Nov-84,0.85,37%,4.93,36%,0.0,0%,40%,0.0
Osamu Tachihikari,-,0.0,4.0,0,"6' 5""",300 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,4,0,"6' 5""",300 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Oumar Sy,-,6.0,0.0,0,--,205 lbs.,--,,21-Nov-95,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,0,0,--,205 lbs.,--,,21-Nov-95,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ovince Saint Preux,-,26.0,17.0,0,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83,2.71,47%,3.14,46%,1.15,38%,66%,0.5,,,,,,,,,,,,,,,,,,,,left_only,26,17,0,"6' 3""",205 lbs.,"80""",Southpaw,8-Apr-83,2.71,47%,3.14,46%,1.15,38%,66%,0.5
Ozzy Diaz,-,7.0,2.0,0,"6' 4""",185 lbs.,"79""",Orthodox,22-Nov-90,1.65,32%,3.91,44%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 4""",185 lbs.,"79""",Orthodox,22-Nov-90,1.65,32%,3.91,44%,0.0,0%,0%,0.0
Pablo Alfonso,The Hurricane,9.0,7.0,0,"5' 8""",145 lbs.,--,,9-May-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,7,0,"5' 8""",145 lbs.,--,,9-May-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Pablo Garza,The Scarecrow,12.0,4.0,0,"6' 1""",145 lbs.,"73""",Orthodox,16-Sep-83,3.37,44%,2.7,50%,0.94,25%,15%,1.3,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"6' 1""",145 lbs.,"73""",Orthodox,16-Sep-83,3.37,44%,2.7,50%,0.94,25%,15%,1.3
Pablo Villaseca,El Gallo,12.0,3.0,0,"5' 7""",155 lbs.,--,,26-Jan-87,2.79,42%,3.25,65%,2.5,50%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,3,0,"5' 7""",155 lbs.,--,,26-Jan-87,2.79,42%,3.25,65%,2.5,50%,33%,0.0
Parker Porter,-,14.0,9.0,0,"6' 0""",265 lbs.,"75""",Orthodox,22-Apr-85,6.55,50%,6.32,51%,1.35,26%,66%,0.5,,,,,,,,,,,,,,,,,,,,left_only,14,9,0,"6' 0""",265 lbs.,"75""",Orthodox,22-Apr-85,6.55,50%,6.32,51%,1.35,26%,66%,0.5
Pat Benson,-,3.0,5.0,3,"5' 9""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,5,3,"5' 9""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Pat Curran,Paddy Mike,22.0,7.0,0,"5' 9""",145 lbs.,--,,31-Aug-87,4.7,58%,4.4,63%,2.5,62%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,22,7,0,"5' 9""",145 lbs.,--,,31-Aug-87,4.7,58%,4.4,63%,2.5,62%,66%,0.0
Pat Miletich,The Croatian Sensation,29.0,7.0,2,"5' 10""",170 lbs.,--,Orthodox,9-Mar-68,1.79,45%,1.66,63%,1.96,100%,54%,1.0,,,,,,,,,,,,,,,,,,,,left_only,29,7,2,"5' 10""",170 lbs.,--,Orthodox,9-Mar-68,1.79,45%,1.66,63%,1.96,100%,54%,1.0
Pat Sabatini,-,18.0,5.0,0,"5' 8""",145 lbs.,"70""",Orthodox,9-Nov-90,2.02,59%,1.54,49%,3.73,42%,50%,1.9,,,,,,,,,,,,,,,,,,,,left_only,18,5,0,"5' 8""",145 lbs.,"70""",Orthodox,9-Nov-90,2.02,59%,1.54,49%,3.73,42%,50%,1.9
Patricia Alujas,The Angel,9.0,3.0,0,"5' 4""",115 lbs.,"64""",Orthodox,8-May-96,5.83,31%,9.25,44%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,3,0,"5' 4""",115 lbs.,"64""",Orthodox,8-May-96,5.83,31%,9.25,44%,0.0,0%,0%,0.0
Patricio Freire,Pitbull,26.0,4.0,0,"5' 5""",145 lbs.,"65""",,7-Jul-87,2.84,41%,4.43,60%,0.6,18%,94%,0.6,,,,,,,,,,,,,,,,,,,,left_only,26,4,0,"5' 5""",145 lbs.,"65""",,7-Jul-87,2.84,41%,4.43,60%,0.6,18%,94%,0.6
Patrick Kaase,Kamikaze,1.0,2.0,0,"5' 9""",185 lbs.,--,,--,4.4,67%,0.53,50%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,2,0,"5' 9""",185 lbs.,--,,--,4.4,67%,0.53,50%,0.0,0%,50%,0.0
Patrick Murphy,-,5.0,3.0,0,"6' 0""",170 lbs.,--,,--,3.4,66%,0.8,42%,0.0,0%,50%,1.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"6' 0""",170 lbs.,--,,--,3.4,66%,0.8,42%,0.0,0%,50%,1.0
Patrick Smith,-,20.0,17.0,0,"6' 2""",225 lbs.,--,Orthodox,28-Aug-63,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,17,0,"6' 2""",225 lbs.,--,Orthodox,28-Aug-63,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Patrick Speight,-,7.0,3.0,0,"6' 1""",170 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,0,"6' 1""",170 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Patrick Walsh,The Beast of the East,10.0,3.0,0,"5' 11""",185 lbs.,--,,28-Nov-88,2.03,19%,2.83,64%,3.0,54%,100%,1.5,,,,,,,,,,,,,,,,,,,,left_only,10,3,0,"5' 11""",185 lbs.,--,,28-Nov-88,2.03,19%,2.83,64%,3.0,54%,100%,1.5
Patricky Freire,Pitbull,17.0,8.0,0,"5' 7""",155 lbs.,"71""",,1-Jun-86,3.06,44%,3.34,69%,1.26,33%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,17,8,0,"5' 7""",155 lbs.,"71""",,1-Jun-86,3.06,44%,3.34,69%,1.26,33%,100%,0.0
Patrik White,Primetime,9.0,2.0,0,"6' 0""",155 lbs.,"72""",Orthodox,11-Jun-93,9.77,49%,6.28,60%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,2,0,"6' 0""",155 lbs.,"72""",Orthodox,11-Jun-93,9.77,49%,6.28,60%,0.0,0%,50%,0.0
Paul Capaldo,-,6.0,0.0,0,"5' 7""",135 lbs.,--,,27-Dec-96,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,0,0,"5' 7""",135 lbs.,--,,27-Dec-96,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Paul Craig,Bearjew,17.0,7.0,1,"6' 3""",185 lbs.,"76""",Orthodox,27-Nov-87,2.42,46%,2.86,45%,1.76,22%,37%,1.6,,,,,,,,,,,,,,,,,,,,left_only,17,7,1,"6' 3""",185 lbs.,"76""",Orthodox,27-Nov-87,2.42,46%,2.86,45%,1.76,22%,37%,1.6
Paul Creighton,-,3.0,1.0,0,"5' 6""",155 lbs.,--,Southpaw,4-Jun-70,0.72,75%,4.65,30%,5.37,37%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,0,"5' 6""",155 lbs.,--,Southpaw,4-Jun-70,0.72,75%,4.65,30%,5.37,37%,0%,0.0
Paul Georgieff,-,6.0,2.0,0,"6' 2""",170 lbs.,--,Orthodox,22-Sep-82,2.55,40%,2.34,35%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"6' 2""",170 lbs.,--,Orthodox,22-Sep-82,2.55,40%,2.34,35%,0.0,0%,0%,0.0
Paul Herrera,The Bone Crusher,1.0,1.0,0,"5' 10""",185 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,"5' 10""",185 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Paul Jones,-,11.0,1.0,1,"5' 9""",199 lbs.,--,Orthodox,16-Jun-63,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,1,1,"5' 9""",199 lbs.,--,Orthodox,16-Jun-63,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Paul Kelly,-,14.0,5.0,0,"5' 9""",155 lbs.,"70""",Orthodox,12-Sep-84,3.22,37%,2.61,59%,1.34,60%,30%,1.5,,,,,,,,,,,,,,,,,,,,left_only,14,5,0,"5' 9""",155 lbs.,"70""",Orthodox,12-Sep-84,3.22,37%,2.61,59%,1.34,60%,30%,1.5
Paul Rodriguez,-,10.0,9.0,2,"5' 7""",155 lbs.,--,Orthodox,--,0.84,100%,1.68,68%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,9,2,"5' 7""",155 lbs.,--,Orthodox,--,0.84,100%,1.68,68%,0.0,0%,50%,0.0
Paul Ruiz,-,7.0,4.0,0,"5' 6""",135 lbs.,--,,23-Jun-87,1.4,33%,1.4,75%,0.0,0%,100%,20.9,,,,,,,,,,,,,,,,,,,,left_only,7,4,0,"5' 6""",135 lbs.,--,,23-Jun-87,1.4,33%,1.4,75%,0.0,0%,100%,20.9
Paul Sass,-,14.0,2.0,0,"6' 0""",155 lbs.,"73""",Orthodox,4-Aug-88,0.53,26%,1.9,51%,0.53,16%,33%,7.4,,,,,,,,,,,,,,,,,,,,left_only,14,2,0,"6' 0""",155 lbs.,"73""",Orthodox,4-Aug-88,0.53,26%,1.9,51%,0.53,16%,33%,7.4
Paul Song,-,2.0,2.0,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,2,0,--,185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Paul Varelans,The Polar Bear,9.0,9.0,0,"6' 8""",300 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,9,0,"6' 8""",300 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Pauline Macias,PITA,4.0,1.0,0,"5' 4""",115 lbs.,"64""",Southpaw,27-Jun-88,0.8,29%,4.6,42%,2.0,18%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,1,0,"5' 4""",115 lbs.,"64""",Southpaw,27-Jun-88,0.8,29%,4.6,42%,2.0,18%,0%,0.0
Paulo Cesar Silva,Giant,2.0,6.0,0,"7' 5""",385 lbs.,--,Orthodox,21-Jul-63,0.4,15%,2.72,47%,0.42,100%,16%,0.4,,,,,,,,,,,,,,,,,,,,left_only,2,6,0,"7' 5""",385 lbs.,--,Orthodox,21-Jul-63,0.4,15%,2.72,47%,0.42,100%,16%,0.4
Paulo Filho,-,23.0,6.0,3,"5' 8""",185 lbs.,--,Southpaw,24-May-78,1.86,48%,1.67,66%,2.4,32%,42%,1.6,,,,,,,,,,,,,,,,,,,,left_only,23,6,3,"5' 8""",185 lbs.,--,Southpaw,24-May-78,1.86,48%,1.67,66%,2.4,32%,42%,1.6
Paulo Renato Junior,-,12.0,3.0,0,"6' 0""",205 lbs.,"73""",Orthodox,25-Jan-94,4.89,45%,5.18,56%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,3,0,"6' 0""",205 lbs.,"73""",Orthodox,25-Jan-94,4.89,45%,5.18,56%,0.0,0%,100%,0.0
Paulo Santos,-,0.0,3.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,3,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Paulo Thiago,-,18.0,9.0,0,"5' 11""",170 lbs.,"74""",Orthodox,25-Jan-81,1.71,39%,1.99,63%,1.42,31%,63%,1.2,,,,,,,,,,,,,,,,,,,,left_only,18,9,0,"5' 11""",170 lbs.,"74""",Orthodox,25-Jan-81,1.71,39%,1.99,63%,1.42,31%,63%,1.2
Pawan Maan,-,7.0,3.0,1,"5' 7""",155 lbs.,"70""",Orthodox,6-Apr-86,0.89,44%,2.98,43%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,1,"5' 7""",155 lbs.,"70""",Orthodox,6-Apr-86,0.89,44%,2.98,43%,0.0,0%,0%,0.0
Pawel Nastula,-,5.0,6.0,0,"6' 0""",230 lbs.,--,Southpaw,26-Jun-70,1.3,43%,1.73,50%,3.0,60%,0%,1.5,,,,,,,,,,,,,,,,,,,,left_only,5,6,0,"6' 0""",230 lbs.,--,Southpaw,26-Jun-70,1.3,43%,1.73,50%,3.0,60%,0%,1.5
Pawel Pawlak,-,12.0,3.0,0,"6' 0""",170 lbs.,"73""",Orthodox,8-Feb-89,1.67,33%,2.22,53%,1.0,37%,70%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,3,0,"6' 0""",170 lbs.,"73""",Orthodox,8-Feb-89,1.67,33%,2.22,53%,1.0,37%,70%,0.0
Payton Talbott,-,7.0,0.0,0,"5' 10""",135 lbs.,"70""",Switch,9-Sep-98,6.66,51%,3.12,51%,0.0,0%,88%,0.6,,,,,,,,,,,,,,,,,,,,left_only,7,0,0,"5' 10""",135 lbs.,"70""",Switch,9-Sep-98,6.66,51%,3.12,51%,0.0,0%,88%,0.6
Pearl Gonzalez,-,6.0,3.0,0,"5' 4""",115 lbs.,--,Orthodox,12-Aug-86,2.23,37%,4.07,57%,1.04,11%,0%,0.5,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,"5' 4""",115 lbs.,--,Orthodox,12-Aug-86,2.23,37%,4.07,57%,1.04,11%,0%,0.5
Pedro Munhoz,The Young Punisher,20.0,8.0,0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,7-Sep-86,5.45,43%,6.14,56%,0.47,19%,82%,0.5,,,,,,,,,,,,,,,,,,,,left_only,20,8,0 (2 NC),"5' 6""",135 lbs.,"65""",Orthodox,7-Sep-86,5.45,43%,6.14,56%,0.47,19%,82%,0.5
Pedro Nobre,The Rock,18.0,4.0,2 (1 NC),"5' 5""",135 lbs.,--,,13-Feb-86,1.37,30%,9.16,35%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,4,2 (1 NC),"5' 5""",135 lbs.,--,,13-Feb-86,1.37,30%,9.16,35%,0.0,0%,0%,0.0
Pedro Otavio,Te Pedro,19.0,8.0,0,"6' 3""",245 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,8,0,"6' 3""",245 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Pedro Rocha,-,1.0,0.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Peggy Morgan,The Daywalker,4.0,4.0,0,"6' 1""",135 lbs.,--,,16-Dec-79,2.27,23%,8.2,33%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,4,0,"6' 1""",135 lbs.,--,,16-Dec-79,2.27,23%,8.2,33%,0.0,0%,50%,0.0
Per Eklund,-,14.0,5.0,1,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6,,,,,,,,,,,,,,,,,,,,left_only,14,5,1,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6
Pete Rogers Jr.,The Heat,2.0,4.0,0,"6' 0""",145 lbs.,--,,--,0.66,15%,1.71,65%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,4,0,"6' 0""",145 lbs.,--,,--,0.66,15%,1.71,65%,0.0,0%,0%,0.0
Pete Sabala,-,3.0,15.0,0,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,15,0,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Pete Williams,El Duro,12.0,6.0,0,"6' 3""",235 lbs.,--,Orthodox,10-Jul-75,0.61,62%,2.77,40%,1.84,40%,16%,0.9,,,,,,,,,,,,,,,,,,,,left_only,12,6,0,"6' 3""",235 lbs.,--,Orthodox,10-Jul-75,0.61,62%,2.77,40%,1.84,40%,16%,0.9
Peter Danesoe,The Asian Viking,6.0,3.0,0,"5' 9""",125 lbs.,"68""",Orthodox,1-Sep-00,4.98,54%,7.02,37%,0.0,0%,62%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,3,0,"5' 9""",125 lbs.,"68""",Orthodox,1-Sep-00,4.98,54%,7.02,37%,0.0,0%,62%,0.0
Peter Sobotta,-,17.0,7.0,1,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2.14,40%,2.9,58%,1.53,32%,77%,0.5,,,,,,,,,,,,,,,,,,,,left_only,17,7,1,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2.14,40%,2.9,58%,1.53,32%,77%,0.5
Phil Baroni,The New York Bad Ass,15.0,18.0,0,"5' 9""",170 lbs.,"72""",Orthodox,16-Apr-76,2.77,45%,3.93,40%,1.46,47%,60%,0.5,,,,,,,,,,,,,,,,,,,,left_only,15,18,0,"5' 9""",170 lbs.,"72""",Orthodox,16-Apr-76,2.77,45%,3.93,40%,1.46,47%,60%,0.5
Phil Caracappa,The Hitman,6.0,1.0,0,"5' 8""",135 lbs.,"70""",Orthodox,5-Jun-92,2.93,50%,4.07,29%,1.0,8%,100%,1.0,,,,,,,,,,,,,,,,,,,,left_only,6,1,0,"5' 8""",135 lbs.,"70""",Orthodox,5-Jun-92,2.93,50%,4.07,29%,1.0,8%,100%,1.0
